qid	rank	docid	score	title	query_5w	query_text
27	4	750	5.2804184	[lesions of the liver in hereditary metabolic diseases whether the various cells of the liver, both parenchymal and stromal, receive genetic misinformation in all hereditary diseases caused by gene mutation is unknown, but the metabolic capabilities of these several cell types are so diverse that it is not surprising that their involvement in many such diseases can be demonstrated by clinical, pathological, or bio- chemical methods.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	5	701	5.267578	[fibrin and thrombosis in the central nervous system in children with particular reference to congenital hydrocephalus while rare metabolic and degenerative diseases of the central nervous system in children are reported at great length, the much commoner diseases relating to vascular incidents are rarely discussed.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	6	655	4.290885	[microbiological studies of reiter's disease attempts were made to demonstrate viruses and pplo in body fluids and synovial tissues of patients with various rheumatic diseases.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	7	837	3.477396	[klinik der polyarthrosen among the degenerative affections of joints the symptoms of the arthrosis of the joints of the fingers with heberden-nodes, the bouchard-nodes of the inter- digital joints, the polyarthrosis - on those subjects coste and forestier wrote about and how they were described by lffb too - and the arthropathies of chronic gout are more thoroughly discussed.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	8	777	3.441434	[clinical experience with palliation of metastatic adenocarcinoma with 5-fluorouracil chemotherapy chemotherapy of solid tumors is becoming a more and more helpful therapeutic tool.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	9	251	3.3526413	[drugs and neonatal jaundice .]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
27	10	976	3.2716317	[a polyethylene tube culture method for the diagnosis of parasitic infections by hookworms and related nematodes.]	interested in the parasitic diseases	interested in the parasitic diseases.  filaria parasites found in primates, the insect vectors of filaria, the related diptera, i. e., culicoides, mosquitos, etc., that may serve as vectors of this infection-disease; also the life cycles and transmission of the filaria.  parasites and ecology of the taiwan monkey, macaca cyclopis, with emphasis on the filarial parasite, macacanema formosana.
28	1	774	8.578963	[surgical palliation for lung cancer the results of resecting incurable lung cancer in an effort to improve the terminal course of a small number of patients are briefly presented.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	2	777	7.847429	[clinical experience with palliation of metastatic adenocarcinoma with 5-fluorouracil chemotherapy chemotherapy of solid tumors is becoming a more and more helpful therapeutic tool.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	3	995	7.3877378	[cancer chemotherapy by continuous intra-arterial infusion.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	4	994	6.4182124	[intra-arterial chemotherapy for cancer metastatic to liver.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	5	772	5.564398	[the montgomery tube to palliate hypopharyngeal cancer three cases of advanced, incurable cancer of the hypopharynx have been presented.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	6	998	4.9044547	[the management of advanced cancer.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	7	992	4.8875885	[intra-arterial infusion emphasizing treatment of malignant neoplasms.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	8	989	4.7655287	[chemotherapy of metastatic gastro-intestinal cancer.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	9	776	4.651637	[chemotherapy of breast cancer the majority of cancer patients who are referred for chemotherapy are in far advanced stages of the disease.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
28	10	141	4.6124673	[lung cancer.]	palliation temporary improvement of cancer	palliation (temporary improvement) of cancer patients by using drugs, x-ray, surgery.
29	1	866	7.423377	[albright's hereditary osteodystrophy.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	2	1006	6.383724	[the importance of steroid hormones in hyperbilirubinemia, and icterus of the newborn.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	3	1012	6.17975	[hepatitis virus in neonatal liver disease.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	4	954	6.1553745	[salt and water distribution in hereditary and in induced hypothalamic diabetes insipidus in the rat.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	5	1007	6.138656	[problems in neonatal obstructive jaundice.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	6	1015	5.8552547	[neonatal hepatitis or familial neonatal obstructive jaundice?.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	7	853	5.8239903	[a genetic study of neonatal obstructive jaundice 58 children with extrahepatic biliary atresia, 7 with intrahepatic biliary atresia and 50 with 'neonatal hepatitis' were analysed concerning diagnostic criteria, natural history, familial, clinical and pathological data.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	8	1013	5.4953465	[neonatal hepatitis: liver biopsy findings and clinical features.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	9	1011	5.3594065	[transient familial neonatal hyperbilirubinemia.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
29	10	757	5.158388	[les icteres du nouveau-ne en dehors de l'incompatibilite foeto-maternelle statistical data pulled off a study of 30 haemolytic neonatal icteri not linked to a foeto-maternal incompatibility, and of 200 non haemo- lytic neonatal icteri.]	hereditary implications of prolonged neonatal	hereditary implications of prolonged neonatal obstructive jaundice associated with liver pathology.  there are but two relatively common well-defined pathologic entities that present as such:  1) bile duct or biliary atresia and 2) giant cell transformation of the liver often referred to as neonatal hepatitis.  information regarding liver and bile duct embryogenesis will be an important adjunct to papers on the disease processes.
30	1	1027	19.500732	[concurrent hemophilia and christmas' disease in one family.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	2	1020	6.2943406	[immunological demonstration of factor viii protein in the plasma of hemophiliacs and its value for an insight into hemophilia a.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	3	841	6.2433143	[hemophilic arthropathy jaromir priborsky, zora antalovska the authors report their experience with joint diseases in 54 patients suffering from hemo- philia, 49 of them being cases of hemophilia a, 5 of hemophilia b.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	4	1033	6.122548	[hemorrhagic episodes in hemophilia: a 5-year prospective study.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	5	139	5.79701	[surgical aspects of heart disease in pregnancy .]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	6	1025	5.726308	[studies of the antihemophilic factor (ahf, factor viii) produced in von willebrand's disease.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	7	114	5.5318084	[congenital heart disease in the adult .]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	8	830	4.9381475	[hip disarticulation in a patient with hemophilia disarticulation of the hip in a hemophiliac patient was performed because of a severe osteomyelitis involving the entire right femur and was lifesaving.]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	9	117	4.019272	[current techniques in the surgical approach to aortic and mitral valvular disease .]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
30	10	97	3.883669	[attitudinal factors in congenital heart disease .]	hemophilia and christmas disease especially	hemophilia and christmas disease, especially in regard to the specific complication of pseudotumor formation (occurrence, pathogenesis, treatment, prognosis).
